Trang,Địa chỉ,Diện tích (m2),Phòng ngủ,WC,Giá
30,phuong cau ong lanh,77,15,16,50000
16,phuong cau ong lanh,80,15,16,50000
13,phuong cau ong lanh,90,18,19,50000
13,phuong cau ong lanh,155,7,9,50000
19,phuong cau ong lanh,84,17,18,50000
19,phuong cau ong lanh,100,25,25,50000
10,phuong cau ong lanh,77,15,16,50000
10,phuong cau ong lanh,80,18,18,50000
14,phuong cau ong lanh,80,15,15,50000
24,phuong cau ong lanh,77,5,5,50000
2,phuong cau ong lanh,160,2,3,50000
1,phuong cau ong lanh,160,7,7,50000
33,phuong cau ong lanh,68,35,35,50000
9,phuong cau ong lanh,77,9,8,50000
17,phuong cau ong lanh,76,15,15,50000
15,phuong cau ong lanh,75,15,15,50000
23,phuong cau ong lanh,76,10,11,50000
31,phuong cau ong lanh,76,17,17,50000
31,phuong cau ong lanh,80,23,22,50000
31,phuong cau ong lanh,77,20,20,50000
15,phuong cau ong lanh,80,15,16,50000
36,phuong co giang,200,6,7,50000
17,phuong co giang,77,20,20,50000
52,phuong co giang,81,10,9,50000
78,phuong co giang,172,8,8,50000
51,phuong co giang,81,10,6,50000
46,phuong co giang,88,17,17,50000
43,phuong co giang,195,2,2,50000
58,phuong co giang,221,4,4,50000
46,phuong co giang,75,10,10,50000
51,phuong co giang,81,10,6,50000
76,phuong co giang,80,17,17,50000
46,phuong co giang,80,17,17,50000
4,phuong da kao,180,2,2,50000
29,phuong da kao,266,7,7,50000
29,phuong da kao,275,5,4,50000
5,phuong da kao,120,2,2,50000
66,phuong da kao,275,5,4,50000
69,phuong da kao,67,7,7,50000
76,phuong da kao,300,19,20,50000
10,phuong da kao,175,1,1,50000
51,phuong da kao,234,2,2,50000
72,phuong da kao,160,11,10,50000
94,phuong da kao,180,2,2,50000
51,phuong da kao,275,3,3,50000
84,phuong da kao,162,3,1,50000
28,phuong nguyen cu trinh,55,10,10,50000
39,phuong nguyen cu trinh,80,6,6,50000
63,phuong nguyen cu trinh,126,5,5,50000
17,phuong nguyen cu trinh,109,8,5,50000
49,phuong nguyen cu trinh,150,45,45,50000
50,phuong nguyen cu trinh,98,12,12,50000
54,phuong nguyen cu trinh,126,5,5,50000
40,phuong nguyen cu trinh,84,1,1,50000
34,phuong nguyen cu trinh,80,6,6,50000
88,phuong nguyen cu trinh,137,8,9,50000
39,phuong nguyen cu trinh,74,2,2,50000
26,phuong nguyen cu trinh,260,4,4,50000
37,phuong nguyen thai binh,80,3,3,50000
55,phuong nguyen thai binh,72,4,4,50000
44,phuong nguyen thai binh,160,5,5,50000
8,phuong nguyen thai binh,69,6,6,50000
7,phuong nguyen thai binh,130,16,16,50000
67,phuong nguyen thai binh,88,16,17,50000
84,phuong nguyen thai binh,84,10,10,50000
16,phuong nguyen thai binh,40,1,1,50000
34,phuong nguyen thai binh,130,40,41,50000
55,phuong nguyen thai binh,72,6,6,50000
41,phuong nguyen thai binh,70,8,9,50000
73,phuong nguyen thai binh,84,18,18,50000
72,phuong nguyen thai binh,98,6,5,50000
43,phuong nguyen thai binh,96,16,16,50000
3,phuong nguyen thai binh,81,10,6,50000
78,phuong nguyen thai binh,100,6,6,50000
54,phuong nguyen thai binh,46,3,3,50000
93,phuong nguyen thai binh,84,10,10,50000
22,phuong nguyen thai binh,95,3,5,50000
79,phuong nguyen thai binh,100,25,25,50000
35,phuong nguyen thai binh,72,6,6,50000
48,phuong nguyen thai binh,68,5,5,50000
33,phuong nguyen thai binh,72,6,7,50000
85,phuong nguyen thai binh,80,3,2,50000
33,phuong nguyen thai binh,60,6,7,50000
3,phuong pham ngu lao,50,1,1,50000
28,phuong pham ngu lao,74,3,3,50000
18,phuong pham ngu lao,126,2,2,50000
32,phuong pham ngu lao,85,5,5,50000
41,phuong pham ngu lao,80,15,16,50000
4,phuong pham ngu lao,70,4,4,50000
62,phuong pham ngu lao,72,9,9,50000
42,phuong pham ngu lao,153,4,4,50000
97,phuong pham ngu lao,76,12,12,50000
44,phuong pham ngu lao,80,10,10,50000
76,phuong pham ngu lao,92,10,11,50000
95,phuong pham ngu lao,72,8,8,50000
86,phuong pham ngu lao,84,4,5,50000
57,phuong pham ngu lao,160,7,8,50000
57,phuong pham ngu lao,60,7,8,50000
71,phuong pham ngu lao,68,14,14,50000
88,phuong pham ngu lao,200,8,8,50000
7,phuong tan dinh,88,3,3,50000
5,phuong tan dinh,170,5,5,50000
33,phuong tan dinh,96,15,15,50000
33,phuong tan dinh,100,15,15,50000
17,phuong tan dinh,160,1,1,50000
17,phuong tan dinh,121,8,8,50000
9,phuong tan dinh,100,5,4,50000
61,phuong tan dinh,100,6,6,50000
16,phuong tan dinh,150,4,5,50000
6,phuong tan dinh,150,1,1,50000
24,phuong tan dinh,100,10,10,50000
16,phuong tan dinh,160,4,5,50000
23,phuong tan dinh,130,4,4,50000
5,phuong nguyen cu trinh,135,10,10,50000
5,phuong nguyen thai binh,84,18,18,50000
1,phuong ben nghe,86,14,15,50000
7,phuong ben thanh,168,3,3,50000
7,phuong ben thanh,120,5,5,50000
7,phuong nguyen cu trinh,162,4,2,50000
3,phuong nguyen cu trinh,97,5,5,50000
8,phuong nguyen cu trinh,92,6,6,50000
9,phuong nguyen thai binh,100,3,3,50000
9,phuong nguyen thai binh,118,6,6,50000
8,phuong nguyen thai binh,80,77,7,50000
9,phuong pham ngu lao,78,15,15,50000
8,phuong pham ngu lao,139,24,24,50000
7,phuong pham ngu lao,72,3,3,50000
2,phuong tan dinh,95,1,1,50000
6,phuong tan dinh,222,2,2,50000
30,phuong nguyen thai binh,56,6,6,50400
77,phuong ben thanh,117,5,5,50500
92,phuong pham ngu lao,82,3,2,50900
83,phuong pham ngu lao,84,3,3,50900
93,phuong pham ngu lao,82,3,2,50900
59,phuong ben nghe,132,18,18,51000
99,phuong ben nghe,160,10,11,51000
52,phuong ben thanh,152,4,4,51000
70,phuong ben thanh,90,4,4,51000
52,phuong ben thanh,152,4,3,51000
65,phuong ben thanh,96,7,7,51000
79,phuong ben thanh,90,5,3,51000
49,phuong ben thanh,105,8,8,51000
66,phuong ben thanh,86,8,8,51000
69,phuong ben thanh,90,4,4,51000
26,phuong cau ong lanh,90,15,5,51000
32,phuong cau ong lanh,80,18,20,51000
19,phuong cau ong lanh,80,6,7,51000
36,phuong cau ong lanh,58,15,15,51000
21,phuong cau ong lanh,76,5,5,51000
88,phuong da kao,292,3,3,51000
11,phuong da kao,250,6,6,51000
90,phuong da kao,160,10,10,51000
61,phuong da kao,160,6,7,51000
98,phuong da kao,156,4,4,51000
52,phuong nguyen cu trinh,52,6,6,51000
73,phuong nguyen cu trinh,91,10,6,51000
26,phuong nguyen cu trinh,110,6,6,51000
37,phuong nguyen cu trinh,871,1,1,51000
26,phuong nguyen cu trinh,132,3,3,51000
70,phuong nguyen cu trinh,120,7,5,51000
51,phuong nguyen cu trinh,51,7,7,51000
37,phuong nguyen thai binh,110,10,10,51000
7,phuong nguyen thai binh,210,10,10,51000
53,phuong nguyen thai binh,99,11,11,51000
100,phuong nguyen thai binh,79,7,7,51000
45,phuong nguyen thai binh,51,4,4,51000
67,phuong nguyen thai binh,115,34,34,51000
84,phuong nguyen thai binh,92,14,14,51000
53,phuong nguyen thai binh,92,9,9,51000
32,phuong nguyen thai binh,99,4,4,51000
87,phuong pham ngu lao,80,10,11,51000
91,phuong pham ngu lao,82,2,3,51000
58,phuong pham ngu lao,60,10,10,51000
64,phuong pham ngu lao,50,9,9,51000
78,phuong pham ngu lao,92,10,11,51000
30,phuong pham ngu lao,100,25,25,51000
94,phuong pham ngu lao,80,10,11,51000
82,phuong pham ngu lao,82,3,3,51000
52,phuong pham ngu lao,54,7,7,51000
61,phuong pham ngu lao,92,10,11,51000
5,phuong pham ngu lao,103,2,2,51000
53,phuong pham ngu lao,89,1,1,51000
57,phuong pham ngu lao,132,2,2,51000
92,phuong pham ngu lao,82,5,5,51000
65,phuong pham ngu lao,60,5,5,51000
10,phuong pham ngu lao,213,6,6,51000
50,phuong pham ngu lao,118,9,9,51000
72,phuong pham ngu lao,92,34,34,51000
78,phuong pham ngu lao,82,4,5,51000
88,phuong pham ngu lao,86,2,3,51000
89,phuong pham ngu lao,92,14,15,51000
93,phuong tan dinh,150,22,22,51000
4,phuong nguyen thai binh,115,13,14,51000
2,phuong pham ngu lao,100,50,50,51000
3,phuong pham ngu lao,100,15,15,51000
1,phuong tan dinh,160,30,30,51000
7,phuong ben thanh,90,3,3,51000
10,phuong da kao,238,54,54,51000
5,phuong nguyen thai binh,115,21,21,51000
8,phuong pham ngu lao,118,23,23,51000
8,phuong pham ngu lao,150,35,36,51000
7,phuong pham ngu lao,150,6,6,51000
6,phuong pham ngu lao,147,6,6,51000
6,phuong pham ngu lao,150,6,6,51000
10,phuong tan dinh,137,12,12,51000
70,phuong ben thanh,86,5,4,51500
24,phuong cau ong lanh,76,8,8,51500
60,phuong co giang,60,3,3,51500
94,phuong nguyen thai binh,72,9,10,51500
79,phuong nguyen thai binh,72,24,24,51500
51,phuong pham ngu lao,68,6,6,51500
51,phuong pham ngu lao,64,6,6,51500
17,phuong cau ong lanh,90,6,7,51800
14,phuong nguyen thai binh,90,11,12,51800
42,phuong nguyen thai binh,94,21,22,51900
54,phuong nguyen thai binh,94,8,9,51900
31,phuong nguyen thai binh,94,40,40,51900
29,phuong ben nghe,90,3,3,52000
95,phuong ben nghe,81,10,11,52000
67,phuong ben nghe,66,10,10,52000
73,phuong ben nghe,92,1,1,52000
64,phuong ben nghe,90,12,12,52000
96,phuong ben nghe,81,34,34,52000
94,phuong ben nghe,74,14,15,52000
98,phuong ben nghe,81,16,17,52000
99,phuong ben nghe,81,12,13,52000
49,phuong ben nghe,130,10,11,52000
89,phuong ben nghe,80,9,9,52000
19,phuong ben thanh,117,5,5,52000
17,phuong ben thanh,90,1,1,52000
89,phuong ben thanh,116,3,3,52000
18,phuong ben thanh,90,3,2,52000
64,phuong ben thanh,155,6,6,52000
45,phuong ben thanh,77,4,4,52000
70,phuong ben thanh,86,4,4,52000
69,phuong ben thanh,110,6,7,52000
82,phuong ben thanh,117,5,5,52000
96,phuong ben thanh,114,15,16,52000
78,phuong ben thanh,96,6,3,52000
51,phuong ben thanh,152,4,4,52000
96,phuong ben thanh,101,8,9,52000
77,phuong ben thanh,96,6,3,52000
83,phuong ben thanh,95,6,6,52000
77,phuong ben thanh,86,4,4,52000
50,phuong ben thanh,83,6,6,52000
30,phuong cau ong lanh,48,5,5,52000
32,phuong cau ong lanh,76,5,5,52000
36,phuong cau ong lanh,66,14,14,52000
36,phuong cau ong lanh,76,12,12,52000
49,phuong da kao,200,14,14,52000
98,phuong da kao,96,3,4,52000
96,phuong da kao,150,6,6,52000
63,phuong da kao,160,5,5,52000
14,phuong nguyen cu trinh,142,8,8,52000
19,phuong nguyen cu trinh,262,7,7,52000
27,phuong nguyen cu trinh,104,0,3,52000
12,phuong nguyen cu trinh,120,20,20,52000
37,phuong nguyen thai binh,99,7,7,52000
83,phuong nguyen thai binh,80,8,10,52000
35,phuong nguyen thai binh,86,10,10,52000
3,phuong nguyen thai binh,76,9,9,52000
81,phuong nguyen thai binh,70,18,19,52000
12,phuong nguyen thai binh,151,5,5,52000
55,phuong nguyen thai binh,70,6,6,52000
11,phuong nguyen thai binh,88,11,11,52000
1,phuong nguyen thai binh,191,25,25,52000
12,phuong nguyen thai binh,80,5,5,52000
78,phuong nguyen thai binh,144,9,9,52000
61,phuong nguyen thai binh,144,18,19,52000
75,phuong nguyen thai binh,72,18,18,52000
3,phuong nguyen thai binh,195,2,2,52000
90,phuong nguyen thai binh,144,20,20,52000
88,phuong nguyen thai binh,144,30,30,52000
7,phuong nguyen thai binh,89,1,1,52000
41,phuong nguyen thai binh,90,8,9,52000
48,phuong nguyen thai binh,69,12,13,52000
33,phuong pham ngu lao,125,2,3,52000
1,phuong pham ngu lao,64,15,15,52000
98,phuong pham ngu lao,88,7,7,52000
34,phuong pham ngu lao,68,5,6,52000
46,phuong pham ngu lao,144,10,10,52000
74,phuong pham ngu lao,80,4,5,52000
42,phuong pham ngu lao,80,24,24,52000
80,phuong pham ngu lao,97,21,21,52000
71,phuong pham ngu lao,50,14,16,52000
61,phuong pham ngu lao,80,3,4,52000
52,phuong pham ngu lao,114,3,3,52000
85,phuong pham ngu lao,72,7,7,52000
57,phuong pham ngu lao,98,3,3,52000
79,phuong pham ngu lao,140,30,30,52000
52,phuong pham ngu lao,125,4,2,52000
70,phuong pham ngu lao,96,16,17,52000
77,phuong pham ngu lao,138,10,11,52000
71,phuong pham ngu lao,97,21,22,52000
84,phuong pham ngu lao,90,8,8,52000
59,phuong pham ngu lao,100,8,9,52000
62,phuong pham ngu lao,70,8,8,52000
11,phuong tan dinh,148,5,6,52000
13,phuong tan dinh,160,4,6,52000
32,phuong tan dinh,96,5,5,52000
32,phuong tan dinh,91,5,5,52000
34,phuong tan dinh,148,15,15,52000
38,phuong tan dinh,135,5,5,52000
53,phuong tan dinh,135,15,16,52000
54,phuong tan dinh,121,5,5,52000
48,phuong tan dinh,123,12,12,52000
81,phuong tan dinh,138,6,6,52000
54,phuong tan dinh,121,5,4,52000
48,phuong tan dinh,120,16,16,52000
51,phuong tan dinh,120,8,8,52000
46,phuong tan dinh,142,10,10,52000
48,phuong tan dinh,123,14,14,52000
25,phuong tan dinh,400,8,8,52000
3,phuong tan dinh,85,5,5,52000
49,phuong tan dinh,121,6,7,52000
19,phuong tan dinh,160,4,4,52000
16,phuong tan dinh,152,4,5,52000
5,phuong da kao,153,20,21,52000
3,phuong pham ngu lao,130,25,25,52000
3,phuong pham ngu lao,100,12,12,52000
5,phuong tan dinh,230,8,9,52000
10,phuong ben nghe,81,22,23,52000
7,phuong ben nghe,80,8,9,52000
8,phuong ben nghe,80,8,9,52000
1,phuong ben thanh,88,8,8,52000
4,phuong pham ngu lao,138,20,21,52000
37,phuong cau kho,77,3,3,52500
92,phuong da kao,157,6,6,52500
43,phuong nguyen thai binh,92,16,16,52500
2,phuong ben nghe,86,22,23,52500
66,phuong ben nghe,122,10,10,53000
66,phuong ben nghe,122,10,10,53000
44,phuong ben nghe,100,35,35,53000
79,phuong ben nghe,81,2,2,53000
84,phuong ben nghe,100,8,9,53000
64,phuong ben thanh,90,3,3,53000
58,phuong ben thanh,90,4,3,53000
26,phuong ben thanh,84,4,3,53000
94,phuong ben thanh,82,18,19,53000
79,phuong ben thanh,90,5,3,53000
50,phuong ben thanh,136,5,5,53000
94,phuong ben thanh,92,6,7,53000
88,phuong ben thanh,100,8,8,53000
65,phuong ben thanh,80,4,4,53000
78,phuong ben thanh,90,5,3,53000
76,phuong ben thanh,90,6,3,53000
52,phuong ben thanh,96,6,6,53000
16,phuong cau kho,204,5,5,53000
28,phuong cau kho,416,21,21,53000
26,phuong cau kho,208,34,34,53000
33,phuong cau kho,135,8,8,53000
26,phuong cau kho,204,14,15,53000
38,phuong cau kho,300,15,16,53000
25,phuong cau kho,208,14,15,53000
27,phuong cau ong lanh,78,15,15,53000
27,phuong cau ong lanh,85,15,15,53000
26,phuong cau ong lanh,80,15,16,53000
22,phuong cau ong lanh,77,18,18,53000
12,phuong cau ong lanh,111,10,10,53000
12,phuong cau ong lanh,80,18,19,53000
12,phuong cau ong lanh,79,18,18,53000
16,phuong cau ong lanh,88,17,17,53000
16,phuong cau ong lanh,170,12,12,53000
13,phuong cau ong lanh,111,6,6,53000
23,phuong cau ong lanh,204,34,34,53000
9,phuong cau ong lanh,88,17,18,53000
15,phuong cau ong lanh,77,18,7,53000
28,phuong cau ong lanh,77,18,18,53000
25,phuong co giang,77,18,19,53000
29,phuong co giang,204,42,42,53000
43,phuong co giang,204,8,9,53000
53,phuong co giang,80,6,6,53000
20,phuong co giang,77,18,10,53000
55,phuong co giang,170,10,10,53000
59,phuong co giang,80,2,2,53000
42,phuong co giang,170,8,9,53000
60,phuong co giang,160,1,1,53000
98,phuong da kao,160,5,5,53000
85,phuong da kao,169,6,6,53000
38,phuong da kao,160,7,7,53000
76,phuong da kao,160,15,16,53000
85,phuong nguyen cu trinh,162,9,9,53000
58,phuong nguyen cu trinh,53,7,7,53000
75,phuong nguyen cu trinh,92,1,1,53000
95,phuong nguyen cu trinh,53,8,9,53000
96,phuong nguyen cu trinh,89,24,24,53000
38,phuong nguyen thai binh,99,3,3,53000
83,phuong nguyen thai binh,71,10,10,53000
98,phuong nguyen thai binh,96,18,19,53000
24,phuong nguyen thai binh,100,20,20,53000
100,phuong nguyen thai binh,80,12,12,53000
88,phuong nguyen thai binh,65,6,6,53000
75,phuong nguyen thai binh,120,14,14,53000
90,phuong nguyen thai binh,89,7,7,53000
97,phuong nguyen thai binh,99,7,7,53000
35,phuong nguyen thai binh,76,2,2,53000
52,phuong nguyen thai binh,94,8,9,53000
59,phuong nguyen thai binh,71,35,35,53000
27,phuong nguyen thai binh,72,9,9,53000
51,phuong nguyen thai binh,78,8,9,53000
90,phuong nguyen thai binh,100,6,6,53000
30,phuong pham ngu lao,125,4,2,53000
53,phuong pham ngu lao,126,4,5,53000
53,phuong pham ngu lao,126,2,2,53000
64,phuong pham ngu lao,130,4,4,53000
61,phuong pham ngu lao,135,8,9,53000
66,phuong pham ngu lao,125,34,34,53000
84,phuong pham ngu lao,120,24,24,53000
11,phuong tan dinh,150,4,5,53000
11,phuong tan dinh,144,6,7,53000
51,phuong tan dinh,247,5,5,53000
18,phuong tan dinh,180,1,3,53000
94,phuong tan dinh,168,15,15,53000
17,phuong tan dinh,88,6,6,53000
18,phuong tan dinh,149,1,1,53000
1,phuong ben nghe,81,16,17,53000
5,phuong ben nghe,81,34,34,53000
1,phuong nguyen thai binh,90,10,10,53000
1,phuong nguyen thai binh,90,10,10,53000
1,phuong nguyen thai binh,90,10,10,53000
1,phuong nguyen thai binh,90,10,10,53000
1,phuong pham ngu lao,126,2,2,53000
6,phuong ben nghe,90,16,17,53000
7,phuong ben thanh,90,3,3,53000
10,phuong ben thanh,175,21,21,53000
5,phuong nguyen thai binh,204,4,4,53000
8,phuong nguyen thai binh,92,6,6,53000
1,phuong pham ngu lao,88,15,16,53000
6,phuong pham ngu lao,88,6,6,53000
100,phuong nguyen cu trinh,158,6,7,53500
62,phuong nguyen cu trinh,160,20,20,53500
62,phuong nguyen cu trinh,162,24,24,53500
73,phuong pham ngu lao,84,10,11,53500
69,phuong pham ngu lao,84,10,11,53500
3,phuong ben thanh,168,1,1,53500
4,phuong nguyen thai binh,90,5,5,53700
4,phuong nguyen thai binh,70,2,2,53700
13,phuong ben thanh,90,1,9,53900
16,phuong tan dinh,135,8,7,53990
86,phuong ben nghe,113,22,22,54000
73,phuong ben nghe,144,1,1,54000
96,phuong ben nghe,90,44,44,54000
94,phuong ben nghe,90,16,17,54000
86,phuong ben nghe,113,9,9,54000
9,phuong ben thanh,110,5,6,54000
18,phuong ben thanh,90,4,2,54000
87,phuong ben thanh,120,38,38,54000
39,phuong ben thanh,172,32,33,54000
62,phuong ben thanh,85,2,2,54000
90,phuong ben thanh,78,18,20,54000
77,phuong ben thanh,110,5,2,54000
51,phuong ben thanh,152,8,8,54000
55,phuong co giang,80,6,6,54000
26,phuong nguyen cu trinh,300,7,7,54000
17,phuong nguyen thai binh,95,6,6,54000
78,phuong nguyen thai binh,73,20,20,54000
84,phuong nguyen thai binh,80,12,12,54000
65,phuong nguyen thai binh,91,34,34,54000
35,phuong nguyen thai binh,95,2,2,54000
12,phuong pham ngu lao,89,1,1,54000
78,phuong pham ngu lao,81,10,11,54000
69,phuong pham ngu lao,81,10,11,54000
11,phuong tan dinh,150,4,5,54000
11,phuong tan dinh,126,5,6,54000
5,phuong tan dinh,135,8,8,54000
2,phuong tan dinh,148,2,2,54000
1,phuong tan dinh,115,6,6,54000
1,phuong tan dinh,115,8,8,54000
1,phuong tan dinh,115,6,6,54000
26,phuong tan dinh,135,15,15,54000
94,phuong tan dinh,160,6,7,54000
52,phuong tan dinh,220,4,4,54000
3,phuong tan dinh,115,6,6,54000
8,phuong ben thanh,90,4,4,54000
3,phuong nguyen thai binh,91,12,13,54000
5,phuong pham ngu lao,81,10,11,54000
9,phuong tan dinh,221,5,5,54000
5,phuong cau kho,162,3,3,54500
50,phuong co giang,160,8,8,54500
80,phuong ben thanh,152,12,6,54800
31,phuong nguyen thai binh,113,2,2,54800
81,phuong nguyen thai binh,80,6,5,54800
20,phuong nguyen thai binh,160,1,1,54800
48,phuong co giang,137,6,6,54900
40,phuong da kao,223,5,5,54999
24,phuong ben nghe,72,7,7,55000
4,phuong ben nghe,52,4,4,55000
22,phuong ben nghe,75,7,5,55000
79,phuong ben nghe,54,2,2,55000
65,phuong ben nghe,86,10,10,55000
100,phuong ben nghe,90,35,35,55000
78,phuong ben nghe,90,6,6,55000
66,phuong ben nghe,86,10,10,55000
65,phuong ben nghe,86,10,10,55000
67,phuong ben nghe,45,4,4,55000
66,phuong ben nghe,86,10,10,55000
71,phuong ben nghe,60,8,8,55000
94,phuong ben nghe,72,10,11,55000
23,phuong ben nghe,60,3,3,55000
59,phuong ben thanh,151,8,10,55000
24,phuong ben thanh,153,5,5,55000
37,phuong ben thanh,72,20,20,55000
32,phuong ben thanh,160,3,3,55000
38,phuong ben thanh,80,33,33,55000
38,phuong ben thanh,72,15,15,55000
10,phuong ben thanh,80,19,19,55000
25,phuong ben thanh,160,5,5,55000
18,phuong ben thanh,80,2,1,55000
18,phuong ben thanh,97,4,2,55000
100,phuong ben thanh,90,4,4,55000
64,phuong ben thanh,153,8,8,55000
64,phuong ben thanh,160,10,10,55000
64,phuong ben thanh,89,2,2,55000
34,phuong ben thanh,90,6,6,55000
83,phuong ben thanh,83,3,3,55000
78,phuong ben thanh,108,5,3,55000
53,phuong ben thanh,80,2,2,55000
86,phuong ben thanh,65,4,4,55000
78,phuong ben thanh,80,6,6,55000
69,phuong ben thanh,120,10,10,55000
36,phuong ben thanh,166,6,6,55000
51,phuong ben thanh,160,5,5,55000
43,phuong ben thanh,140,7,7,55000
78,phuong ben thanh,118,4,4,55000
53,phuong ben thanh,152,0,3,55000
53,phuong ben thanh,87,4,4,55000
73,phuong ben thanh,152,10,8,55000
44,phuong ben thanh,180,14,14,55000
76,phuong ben thanh,153,4,4,55000
62,phuong ben thanh,152,4,4,55000
67,phuong ben thanh,90,4,4,55000
57,phuong ben thanh,155,4,4,55000
47,phuong ben thanh,101,10,10,55000
51,phuong ben thanh,154,8,8,55000
57,phuong ben thanh,151,3,3,55000
51,phuong ben thanh,152,6,6,55000
26,phuong ben thanh,73,18,19,55000
60,phuong ben thanh,160,5,5,55000
5,phuong cau kho,170,6,6,55000
44,phuong cau kho,170,9,9,55000
40,phuong cau kho,170,7,8,55000
25,phuong cau ong lanh,252,8,8,55000
23,phuong cau ong lanh,88,34,35,55000
63,phuong co giang,155,3,3,55000
35,phuong co giang,245,1,1,55000
63,phuong co giang,155,3,3,55000
58,phuong co giang,200,5,5,55000
44,phuong co giang,154,35,35,55000
45,phuong co giang,168,3,3,55000
14,phuong da kao,91,7,7,55000
22,phuong da kao,189,21,6,55000
5,phuong da kao,160,4,4,55000
17,phuong da kao,76,3,3,55000
21,phuong da kao,240,4,4,55000
92,phuong da kao,156,5,5,55000
85,phuong da kao,157,5,5,55000
95,phuong da kao,170,5,5,55000
62,phuong da kao,160,6,6,55000
74,phuong da kao,124,24,25,55000
39,phuong da kao,212,5,3,55000
93,phuong da kao,160,6,6,55000
84,phuong da kao,180,6,4,55000
23,phuong nguyen cu trinh,160,3,3,55000
23,phuong nguyen cu trinh,150,5,5,55000
5,phuong nguyen cu trinh,130,6,7,55000
89,phuong nguyen cu trinh,150,4,4,55000
69,phuong nguyen cu trinh,70,6,6,55000
13,phuong nguyen cu trinh,103,4,3,55000
69,phuong nguyen cu trinh,64,5,4,55000
100,phuong nguyen cu trinh,140,8,9,55000
74,phuong nguyen cu trinh,164,1,1,55000
64,phuong nguyen cu trinh,72,10,10,55000
65,phuong nguyen cu trinh,140,34,34,55000
39,phuong nguyen cu trinh,160,8,8,55000
69,phuong nguyen cu trinh,227,1,1,55000
30,phuong nguyen cu trinh,110,6,6,55000
26,phuong nguyen cu trinh,150,2,2,55000
12,phuong nguyen cu trinh,260,5,4,55000
73,phuong nguyen cu trinh,50,6,6,55000
24,phuong nguyen cu trinh,260,5,4,55000
76,phuong nguyen cu trinh,267,6,6,55000
50,phuong nguyen thai binh,86,9,9,55000
4,phuong nguyen thai binh,74,3,3,55000
38,phuong nguyen thai binh,99,3,3,55000
23,phuong nguyen thai binh,120,6,6,55000
42,phuong nguyen thai binh,99,9,9,55000
52,phuong nguyen thai binh,88,9,9,55000
76,phuong nguyen thai binh,90,25,25,55000
92,phuong nguyen thai binh,95,2,2,55000
26,phuong nguyen thai binh,100,4,4,55000
94,phuong nguyen thai binh,68,8,8,55000
95,phuong nguyen thai binh,81,12,13,55000
20,phuong nguyen thai binh,100,4,4,55000
53,phuong nguyen thai binh,90,11,11,55000
87,phuong nguyen thai binh,75,6,6,55000
86,phuong nguyen thai binh,99,3,3,55000
100,phuong nguyen thai binh,147,4,5,55000
25,phuong nguyen thai binh,90,18,19,55000
40,phuong nguyen thai binh,76,4,4,55000
86,phuong nguyen thai binh,88,11,11,55000
53,phuong nguyen thai binh,99,8,8,55000
3,phuong nguyen thai binh,94,6,7,55000
41,phuong nguyen thai binh,76,3,4,55000
44,phuong nguyen thai binh,210,5,5,55000
92,phuong nguyen thai binh,86,12,12,55000
41,phuong nguyen thai binh,76,4,4,55000
84,phuong nguyen thai binh,95,2,2,55000
35,phuong nguyen thai binh,46,8,8,55000
53,phuong nguyen thai binh,95,9,9,55000
49,phuong nguyen thai binh,86,8,8,55000
16,phuong nguyen thai binh,130,4,4,55000
100,phuong nguyen thai binh,81,6,6,55000
49,phuong nguyen thai binh,99,11,11,55000
66,phuong nguyen thai binh,100,34,34,55000
16,phuong nguyen thai binh,231,5,5,55000
12,phuong pham ngu lao,50,7,7,55000
12,phuong pham ngu lao,130,5,5,55000
33,phuong pham ngu lao,100,8,9,55000
19,phuong pham ngu lao,110,5,5,55000
23,phuong pham ngu lao,100,10,10,55000
23,phuong pham ngu lao,92,5,5,55000
9,phuong pham ngu lao,93,5,6,55000
13,phuong pham ngu lao,85,1,1,55000
44,phuong pham ngu lao,64,2,3,55000
9,phuong pham ngu lao,96,2,2,55000
94,phuong pham ngu lao,72,32,32,55000
92,phuong pham ngu lao,60,6,6,55000
20,phuong pham ngu lao,145,7,7,55000
98,phuong pham ngu lao,300,6,6,55000
17,phuong pham ngu lao,72,25,25,55000
73,phuong pham ngu lao,86,10,11,55000
27,phuong pham ngu lao,65,3,3,55000
85,phuong pham ngu lao,72,32,32,55000
11,phuong pham ngu lao,150,7,7,55000
100,phuong pham ngu lao,118,4,4,55000
57,phuong pham ngu lao,125,4,5,55000
38,phuong pham ngu lao,64,5,5,55000
71,phuong pham ngu lao,78,24,24,55000
62,phuong pham ngu lao,82,8,9,55000
98,phuong pham ngu lao,130,25,25,55000
54,phuong pham ngu lao,267,26,26,55000
55,phuong pham ngu lao,267,12,12,55000
65,phuong pham ngu lao,60,14,14,55000
62,phuong pham ngu lao,175,8,9,55000
21,phuong pham ngu lao,92,4,4,55000
73,phuong pham ngu lao,64,35,35,55000
62,phuong pham ngu lao,99,9,9,55000
30,phuong pham ngu lao,280,8,9,55000
59,phuong pham ngu lao,144,8,9,55000
24,phuong pham ngu lao,112,2,2,55000
50,phuong pham ngu lao,118,9,9,55000
87,phuong pham ngu lao,68,3,3,55000
6,phuong pham ngu lao,65,6,6,55000
6,phuong pham ngu lao,90,6,6,55000
6,phuong pham ngu lao,250,10,10,55000
11,phuong tan dinh,132,4,6,55000
4,phuong tan dinh,87,3,2,55000
